item_qid,label_zh,label_kk,label_en,description_zh,description_kk,description_en
P7501,音响系统,аудио жүйесі,audio system,音响系统硬件,,audio system hardware used in the item
P710,參與者,қатысушылар,participant,參與/參加活動的人，團體或組織（對象）（主題）。 最好使用“對像有角色”（P3831）限定符。 將P1923用於團隊參與者。,,"person, group of people or organization (object) that actively takes/took part in an event or process (subject).  Preferably qualify with ""object has role"" (P3831). Use P1923 for participants that are teams."
P6954,在线获取状态,,online access status,,,property or qualifier for an ID property indicating whether linked content is directly readable online
P5072,展示于,,presented in,舉辦談話，電影，紙張或海報的活動,,"event at which a talk, film, paper, or poster was presented"
P129,物理相互作用于,,physically interacts with,主体与之交互的物理实体,,physical entity that the subject interacts with
P2378,發行者,,issued by,發布或分配標識符的組織,,"organisation or other agent that issues or allocates an identifier, code, classification number, etc."
P1574,原本,,exemplar of,手稿、簽名、搖籃本、不同的印刷版本等所基於的原本,,"property for manuscripts, autographs, incunabula, distinct printed copies"
P542,开幕宣布人,,officially opened by,,,person that officially opened the event or place
P2632,羁押地点,,place of detention,,,place where this person is or was detained
P2417,,,stage classification,,,stage results and ranking of a stage race
P2500,,,league level below,,,the league below this sports league
P5642,风险因子,,risk factor,,,"factor associated with a high prevalence of a particular gene, disease or characteristic. These factors can be country of origin, country of citizenship, race, gender, occupation, anamnesis, etc."
P2184,主题历史,,history of topic,項目話題的歷史發展,,"item about the historical development of a subject's topic, example: ""history of Argentina"" for ""Argentina"". To list key events of the topic, use ""significant event"" (P793)"
P1542,導致,,has effect,这个项目的效果,,effect of this item
P598,,,commander of (DEPRECATED),,,"for persons who are notable as commanding officers, the units they commanded"
P7573,,,IFCO rating,,,rating certificate of a film in the Irish content classification system
P5869,範例項目,,model item,,,"defines which item is a best practice example of modelling a subject, which is described by the value of this property, usage instructions at Wikidata:Model items"
P406,原声专辑,,soundtrack release,,,music release that incorporates music directly recorded from the soundtrack of an audiovisual work
P1050,医疗状况,,medical condition,人或动物等所患疾病等健康状况,,"any state relevant to the health of an organism, including diseases and positive conditions"
P878,,,avionics,,,"notable sensors, electronics, and other avionics installed in the subject aircraft"
P5996,用于此语言电影的分类,,category for films in this language,,,link to category entity contains films in this language
P3026,休业日,,closed on,,,"exceptions to open days (P3025), usually special dates"
P4312,鏡頭設置,,camera setup,電影拍攝方式，填「單鏡頭」（Q2918907）或「多鏡頭」（Q738160）,,filmmaking method that the cameras were placed by. Use single-camera (Q2918907) or multiple-camera (Q738160)
P1074,相應虛構概念,,fictional or mythical analog of,,,used to link an entity or class of entities appearing in a creative work with the analogous entity or class of entities in the real world
P6658,RCQ分级,,RCQ classification,Régie du cinéma 对电影的评级,,movie classification for the Régie du Cinéma Québécois
P1013,使用標準,қолданылған критерий,criterion used,区分或分类所依据的属性,екі нәрсе арасындағы айырмашылықтың себебі,property by which a distinction or classification is made
P3701,,,incarnation of,,,"coming into reality of a religious or supernatural being in form of a human, a basically religious concept incompatible with modern science"
P121,運營项目,,item operated,主体操作的设备、装置或服务,,"equipment, installation or service operated by the subject"
P8329,学术带头人,,principal investigator,,,person(s) in charge of conducting a research project
P5323,文獻出處,,attested in,提及該詞條、詞義、字詞或名稱的文獻出處，未必有詳述,,"document or corpus where the lemma or form of a Lexeme entity, word or name is used, but not described"
P1419,形状,,shape,物体的几何形状,,shape of an object
P1885,,,cathedral,,,principal church of a religious district
P1817,收件人,,addressee,,,person or organization to whom a letter or note is addressed
P5096,所在乘组,,member of the crew of,乘务员所服务的交通工具,,"person who has been a member of a crew associated with the vessel or spacecraft. For spacecraft, inverse of crew member (P1029), backup or reserve team or crew (P3015)"
P171,父级分类单元,,parent taxon,某一分类单元最低级别的上级分类单元,,closest parent taxon of the taxon in question
P21,性別,жыныс,sex or gender,应由下面择一：人：男性（Q6581097）、女性（Q6581072）、双性人（Q1097630）、跨性別女性（Q1052281）、跨性別男性（Q2449503）；动物：雄性（Q44148）、或雌性（Q43445）,"Ер жынысты (Q6581097), әйел жынысты (Q6581072) немесе интерсексуалды (Q1097630) болуы керек","sex or gender identity of human or animal. For human: male, female, non-binary, intersex, transgender female, transgender male, agender, etc. For animal: male organism, female organism. Groups of same gender use subclass of (P279)"
P725,配音演员,дауыс актері,voice actor,配音员是以配音为主要工作内容的职业。,,"performer of a spoken role in a creative work such as animation, video game, radio drama, or dubbing over [use ""character role"" (P453) as qualifier] [use ""cast member"" (P161) for live acting]"
P6569,在此特别保护的分类群,,taxon especially protected in area,在一个地区特别受保护的物种和其他分类群，无论是否仍然存在。 不要用于国家/地方实体：改用IUCN红色名录属性。,,"species and other taxa especially protected in a area, whether still actually present or not. Do not use for countries/subnational entities: use red lists properties instead."
P4794,賽季開始,,season starts,描述体育赛季开始的月份或季,,month or season when sports competition begins
P914,USK评级,,USK rating,德国电子游戏评级,,German video game content rating - see talk page for appropriate values
P10606,,,notable role,,,"role in a theatrical, motion picture, television, or other work that a performer is particularly known for"
P272,製作商,өндірістік компания,production company,製造作品的機構,,"company that produced this film, audio or performing arts work"
P2359,,,Roman nomen gentilicium,,,"standard part of the name of a Roman, link to items about the Roman gens only"
P8865,逆元,,mathematical inverse,關於某二元運算的逆元（以P2210為限定符指出該運算）,,inverse element with respect to binary operation given as a qualifier using P2210
P3373,兄弟姊妹,ағасы/інісі/апасы/қарындасы/сіңілісі,sibling,人物有他們兄弟的對象（兄弟，姐妹等）。 使用“親戚”（P1038）為兄弟姐妹（姐夫，嫂子等）和繼兄弟（繼兄弟，繼姐妹等）,"осы адамның ағасы, інісі, апасы, қарындасы немесе сіңілісі","the subject and the object have at least one common parent (brother, sister, etc. including half-siblings); use ""relative"" (P1038) for siblings-in-law (brother-in-law, sister-in-law, etc.) and step-siblings (step-brothers, step-sisters, etc.)"
P4688,,,geomorphological unit,,,topographic or bathymetric feature to which this geographical item belongs
P4878,象征,,symbolizes,,,"symbolism of an artistic element; can also be used as a qualifier for ""depicts"" (P180) statements"
P6365,成员分类,,member category,该组织成员的维基媒体分类,,category item for members of the organization
P1811,剧集列表,сериялар тізімі,list of episodes,分集列表,,link to the article with the list of episodes for this series
P8933,項目所見景觀之分類,,category for the view from the item,用於從項目（物品、場所）所見景觀的分類,,"category for the view from this item (object, place)"
P39,担任职务,мансабы,position held,主体目前或曾经担任的客体职位或公职,,subject currently or formerly holds the object position or public office
P1999,,,UNESCO language status,,,degree of endangerment of a language conferred by the UNESCO Atlas of World Languages in Danger
P501,内飞于,,enclave within,被另一个地方包围即为内飞地,,territory is entirely surrounded (enclaved) by the other territory
P823,演讲者,,speaker,在該活動、儀式、主題演講、演講或文學作品中擔任演講者的人,,"person who is speaker for this event, ceremony, keynote, presentation or in a literary work"
P1040,剪輯,фильм редакторы,film editor,,,"person who works with the raw footage, selecting shots and combining them into sequences to create a finished motion picture"
P1321,原出生地 (瑞士),,place of origin (Switzerland),,,lieu d'origine/Heimatort/luogo d'origine of a Swiss national. Not be confused with place of birth or place of residence
P1308,公职人员,мансап иесі,officeholder,擔任職務或擁有貴族頭銜的人,"лауазымды, не асыл атақты иеленген адам",persons who hold and/or held an office or noble title
P6259,曆元,,epoch,,,epoch of an astronomical object coordinate
P1435,文化遗产保护状况,,heritage designation,文化或自然遗址的遗产名称,,heritage designation of a cultural or natural site
P166,所獲獎項,марапаттар алды,award received,人物、机构或作品所获的奖项,,"award or recognition received by a person, organization or creative work"
P2684,Kijkwijzer評級,,Kijkwijzer rating,荷蘭的媒體評級,,Dutch media content rating system
P8111,计量单位,,recommended unit of measurement,,,"unit in which a quantity is measured as recommended by a standard (SI, ISO, IEC, etc.)"
P11146,,,collection items at,,,"institution (museum, collection, etc.) holding items (specimens or other objects) collected by the subject (collector) or at the subject (e.g. site). (use archive location P485 for the archives)"
P566,基名,,basionym,新组合或者更改级别的学名所基于的合法发表的名称,,"the legitimate, previously published name on which a new combination or name at new rank is based"
P618,能量来源,,source of energy,描述物体的能量来源,,describes the source of energy an animated object (machine or animal) uses
P608,展覽歷史,,exhibition history,,,exhibitions where the item is or was displayed
P2925,保佑領域,,domain of saint or deity,神聖存在所控制或保佑的領域,,domain(s) which this saint or deity controls or protects
P2650,关注对象,,interested in,,,item of special or vested interest to this person or organisation
P366,用途,,has use,該項目的主要用途（含當前及過去）,,main use of the subject (includes current and former usage)
P5606,车站等级,,class of station,,,"class of a railway station, assigned by its operator; ""issued by"" is a mandatory qualifier."
P3349,设计运输,,designed to carry,,,what the vehicle or class of vehicles is or was designed to carry
P681,细胞组件,,cell component,,,component of the cell in which this item is present
P1312,維面,,has facet polytope,組成幾何圖形的面或其他少一個維度的對象,,"facet of a polytope, in the next-lower dimension"
P5769,總編輯,,editor-in-chief,出版物的編輯負責人，對出版物的運作和政策以及選擇作者，翻譯，插圖畫家以及在出版物或期刊中發表文章或書籍的格式負最終責任,,"a publication's editorial leader who has final responsibility for its operations and policies and the selection of authors, translators, illustrators, and formats for publishing articles or books in collections or periodical papers"
P10527,存档于,,documentation files at,持有有關該主題的文檔文件的機構,,institution that holds documentation files about the subject
P5800,故事角色,,narrative role,该虚构角色的类型（应用作登场角色(P674)的限定符，或者由of(P642)限定为特定作品）,,narrative role of this character (should be used as a qualifier with P674 or restricted to a certain work using P10663)
P195,藏于,,collection,主体所属的艺术、博物馆、档案或书目收藏,,"art, museum, archival, or bibliographic collection the subject is part of"
P9059,子单位,,subdivision of this unit,一个主要计量单位（或货币）下的子单位名称,,name of subdivision of this unit/currency
P10290,酒店评分,,hotel rating,,,star rating of the hotel
P6237,地產發展商,,real estate developer,,,person or organization responsible for building this item
P3320,董事,,board member,该组织董事会的成员,,member(s) of the board for the organization
P807,分离自,бөлінді,separated from,主體是通過從確定的對像中分離出來而建立或開始的,бұрын осы нәрсенің құрамында болған,subject was founded or started by separating from identified object
P9071,角色類型,,character type,指虛擬作品中角色的類型，如原型，定型角色，刻板形象等,,generic character type that this fictional character represents
P2384,,,statement describes,,,formalization of the statement contains a bound variable in this class
P942,主題曲,музыкалық тақырып,theme music,項目使用的主題音樂/歌曲,,the theme music/song used by the item
P1462,標準組織,,standards body,發布或維護標準的組織,,organisation that published or maintains the standard governing an item
P1264,有效期,,valid in period,聲明有效的時間段,,time period when a statement is valid
P1431,執行製作人,атқарушы продюсері,executive producer,電影或電視節目的執行製作人,,"executive producer of a movie, TV show, or other piece of media or entertainment"
P1411,提名或入圍獎項,,nominated for,因為個人、組織或是優秀的作品而獲得的獎項提名（不同於「獲獎」(P166)）,,"award nomination received by a person, organisation or creative work (inspired from ""award received"" (Property:P166))"
P407,作品或名稱使用語言,жұмыс тілі немесе аты,language of work or name,该创作（如书籍、节目、歌曲等）或该項目名称所使用的语言（人物请使用P103与P1412）,,"language associated with this creative work (such as books, shows, songs, broadcasts or websites) or a name (for persons use ""native language"" (P103) and ""languages spoken, written or signed"" (P1412))"
P2747,,,Filmiroda rating,,,rating of a film in the former (2004–2011) Hungarian film rating system
P144,改编自,негізделген,based on,以主体项目为基础的作品,,the work(s) used as the basis for subject item
P2416,体育参赛项目,,sports discipline competed in,,,discipline an athlete competed in within a sport
P1313,政府首脑职位,,office held by head of government,由該項目的政府首腦履行的政治機構,,political office that is fulfilled by the head of the government of this item
P1202,所搭載科學儀器,,carries scientific instrument,在某載具、衛星、或設備中，所搭載並非為推動或導航之必須而裝載的科學儀器,,"scientific instruments carried by a vessel, satellite, or device that are not required for propelling or navigating"
P8324,財務贊助者,,funder,,,"entity that gives money to a person, organization, or project for a specific purpose"
P2894,星期,,day of week,发生或适用于星期几,,"day of the week on which this item occurs, applies to or is valid"
P2715,當選選舉,,elected in,該人獲得某職位的選舉，或者某職位、議會任期等的來源選舉,,"election in which a person gained a position (as qualifier), or a position or legislative term is/was elected (as main value)"
P2079,制作方法,,fabrication method,用於種植，烹飪，編織，構建，組裝，製造物品的方法，過程或技術,,"method, process or technique used to grow, cook, weave, build, assemble, manufacture the item"
P702,編碼基因,,encoded by,編碼基因產物的基因,,the gene that encodes some gene product
P8306,,,has grouping,,,"section or grouping used in the appendix, list or table"
P8411,环境设定,,set in environment,叙事作品设定的背景环境,,"environment (geographic feature, building type, etc.) the narrative work is set in"
P937,工作地點,жұмыс істейтін жері,work location,人員活躍的地點,субъект әрекетінің орны,"location where persons or organisations were actively participating in employment, business or other work"
P4345,考古实地考察主任,,director of archaeological fieldwork,在這個地方領導考古或人類學發掘的人,,person leading the archaeological or anthropological investigation at a given site
P4271,,,rating,,,qualifier to indicate a score given by the referenced source indicating the quality or completeness of the statement
P6902,年号,,era name,,,era name for rulers in East Asia
P9888,,,NZTCS conservation status,,,the conservation status from the New Zealand Threat Classification System assigned by the New Zealand Department of Conservation
P9714,分类单元分布范围,,taxon range,存在某分类单元的地理区域,,geographic area(s) where a taxon is found
P631,結構工程師,,structural engineer,負責建築物或結構的結構工程的人，團體或組織,,"person, group or organisation responsible for the structural engineering of a building or structure"
P1884,髮色,,hair color,头发的颜色,,person's hair color. Use P585 as qualifier if there's more than one value
P105,分类等级,,taxon rank,生物分类法中假定的层级体系，用以确立生物类群之间的包含隶属关系,,level in a taxonomic hierarchy
P5021,所接受的测评,,assessment,项目主题所接收的测试、考试、评估等,,"subject took the test or exam, or was assessed per test or method"
P1479,影响因素,,has contributing factor,影響但不直接導致這種結果或效果的事情。 與'有原因'和'有直接原因'一起使用。 請參見'[[幫助:建模原因]]'。,,"thing that significantly influenced, but did not directly cause, this outcome or effect.  Used in conjunction with 'has cause' and 'has immediate cause'.  See '[[Help:Modeling causes]]'."
P4070,,,identifier shared with,,,"qualifier, to be used on external identifier IDs, indicating another Wikidata item is also matched to this ID"
P175,表演者,,performer,与此角色或音乐作品相关的演员、音乐家、乐队或其他表演者,,"actor, musician, band or other performer associated with this role or musical work"
P974,支流,,tributary,流入更大河流的河流或溪流（湖泊流入使用 P200）,,watercourse that flows into an other one (for lake inflows use P200)
P106,职业,кәсіп,occupation,某个人的职业；另见“工作领域”（属性:P101）、“担任职务”（属性:P39）,адамның кәсібі; сондай-ақ P101 сынып тармағын көріңіз,"occupation of a person; see also ""field of work"" (Property:P101), ""position held"" (Property:P39)"
P5817,使用狀態,,state of use,指示建築物、紀念碑等的使用狀態。它與其遺產定位 (P1435) 無關，但與其目前的使用狀態有關。例如：廢棄、使用中、暫時關閉等。,,"to indicate state of use of a building, monument, etc. It is not related with its heritage protection (P1435), but to its present state of use. Ex.: abandoned, in use, temporarily closed, etc."
P9419,私人圖書館在,,personal library at,,,institution holding the subject’s personal library
P7603,CITES附录,,CITES Appendix,,,appendix of a taxon according to CITES convention
P7419,,,gender educated,,,genders educated at this educational institution
P26,配偶,,spouse,主体以对象为配偶（丈夫、妻子、伴侣等）。 未婚伴侣使用“未婚伴侣”（P451）,,"the subject has the object as their spouse (husband, wife, partner, etc.). Use ""unmarried partner"" (P451) for non-married companions"
P5166,,,established from medical condition,,,cell line or xenograft established from an individual person or animal with a specific medical condition
P5970,,,Medierådet rating,,,rating of a film in the Danish movie content rating system
P658,曲目,,tracklist,该数据项所含曲目,,audio tracks contained in this release
P2652,合伙对象,,partnership with,,,partnership (commercial or/and non-commercial) between this organization and another organization or institution
P8131,電腦語言的方言,,dialect of computer language,具有此屬性的項目是一種電腦語言的方言（相對較小的變體）,,computer language of which an item with this property is a dialect (a relatively small variation)
P3512,移动方式,,means of locomotion,,,method that the subject uses to move from one place to another
P2770,收入來源,,source of income,機構或個人的收入來源,,source of income of an organization or person
P421,时区,,located in time zone,所处的时区,,time zone for this item
P1923,參與隊伍,қатысушы команда,participating team,類似於“參與者”（P710），但對於團隊而言。 對於諸如自行車賽或足球比賽之類的事件，您可以使用此屬性列出球隊，並使用P710列出個人（“運動隊成員”（P54）作為個人的預選賽）,,like 'Participant' (P710) but for teams. For an event like a cycle race or a football match you can use this property to list the teams and P710 to list the individuals (with 'member of sports team' (P54) as a qualifier for the individuals)
P2554,美術指導,өндіріс дизайнері,production designer,,,"person(s) responsible for overall aesthetic of the story of this motion picture, play, video game or similar; responsible for visual concept, producing interior, exterior, location, graphics, etc; deals with many and varied logistic related to this"
P8889,MTRCB分级,,MTRCB rating,菲律宾对电影或电视节目的分级,,rating of a film or television program in the Philippines
P1535,使用者,,used by,,,item or concept that makes use of the subject (use sub-properties when appropriate)
P4379,青年翼,,youth wing,,,group of younger people associated with this organization
P706,所处地理环境,,located in/on physical feature,,,located on the specified (geo)physical feature. Should not be used when the value is only political/administrative (P131) or a mountain range (P4552).
P2291,上榜,,charted in,,,chart where the element reached a position
P1387,政治立場,,political alignment,政党或个人的政治立场,,political position within the left–right political spectrum
P5132,,,suggests the existence of,,,medical conditions associated with the subject medical finding
P2936,使用语言,,language used,在该地区或该场活动中所广泛使用（无论口语或书面语言）的语言,,language widely used (spoken or written) in this place or at this event
P512,学位,ғылыми дәрежесі,academic degree,一种学术称号,тұлғаның ғылыми дәрежесі,academic degree that the person holds
P8852,脸毛,,facial hair,,,"style of cutting, arranging, or combing the hair on the subject's face (usually on the chin, cheeks, and upper lip region); beard"
P609,起止所在地,,terminus location,線性物件的端点所在的位置,,location of the terminus of a linear feature
P562,中央銀行或發行機構,,central bank/issuer,負責此貨幣發行的機構或中央銀行,,central bank or other issuing authority for the currency
P634,隊長,,team captain,,,captain of this sports team
P4101,论文提交到,,dissertation submitted to,,,institution to whom a thesis or dissertation is submitted
P2507,勘誤,,corrigendum / erratum,為了修正某出版物的印刷錯誤而附在出版物中的表單,,published notice that corrects or amends a previous publication
P9929,麦兹海布,мазһабы,madhhab,,,Islamic school of thought within Fiqh
P688,生物编码,,encodes,,,the product of a gene (protein or RNA)
P4908,電視劇季,,season,電視劇集的季別,,"season of a series (televison, web, podcast)"
P10241,個體所屬生物分類單元,,individual of taxon,個體生物（動物、植物）所屬的分類單元,,"the taxon of an individual named organism (animal, plant)"
P674,登场角色,кейіпкерлер,characters,在作品内出现的人物,,"characters which appear in this item (like plays, operas, operettas, books, comics, films, TV series, video games)"
P12526,,,performing organization,,,organization that received funding to create this entity
P4913,属于之语言,,dialect of,具有此屬性的項目為一方言。若為於某個類語言被視為一種方言的情境，則使用“子類”（P279）。,,"language of which an item with this property is a dialect. Use in addition to ""subclass of"" (P279) if a languoid is also considered a dialect."
P8058,,,symbol of,,,item of which the image is a symbol
P36,行政中心,,capital,国家、省、州或其他类型行政领土实体的政府所在地,,"seat of government of a country, province, state or other type of administrative territorial entity"
P170,創作作者,жасаушы,creator,藝術創作或其他類型的創作的作者（適用於該創作不帶有其他更精切屬性的情況）,,maker of this creative work or other object (where no more specific property exists)
P1029,乘务员,,crew member(s),交通工具上参与运行或服务的人员,,person(s) that participated operating or serving aboard this vehicle
P4437,,,FPB rating,,,rating of a film or video game in the South African media content rating system
P545,火炬点燃者,,torch lit by,,,"person that lit the torch at an event, like the Olympic Games"
P2881,,,promoted,,,competitor or team promoted during competition
P3032,相邻建筑,,adjacent building,结构上相接的建筑,,building adjacent to the item
P115,主场,,home venue,运动队或适用的表演艺术组织的主场或场地,,home stadium or venue of a sports team or applicable performing arts organization
P1072,可讀取文件格式,оқылатын файл пішімі,readable file format,程式能夠開啟與閱讀的檔案格式,,file format a program can open and read
P5202,改編者,,adapted by,負責安排或改編此版本原作品的人,,person responsible for the arrangement or adaptation resulting in this version of the original work
P1142,政治意识形态,,political ideology,此组织或个人的政治意识形态,,political ideology of an organization or person or of a work (such as a newspaper)
P167,替代建築,,structure replaced by,在同一地理位置替换此建筑物或结构的项目,,"the item which replaced this building or structure, at the same geographic location"
P1950,西班牙語姓名第二姓氏,,second family name in Spanish name,西班牙名字中的第二個（通常為母親）姓氏（不用於其他雙管名稱）,,second (generally maternal) family name in Spanish names (do not use for other double barrelled names) and in some French names.
P355,拥有下属机构,,has subsidiary,一家公司或组织的下属机构部门；通常是完全拥有的单立集团。与“业务部门”（P199）相对应。母组织（P749）的逆属性。,,"subsidiary of a company or organization; generally a fully owned separate corporation. Compare with ""business division"" (P199). Opposite of parent organization (P749)."
P4743,品種,,animal breed,家畜所属动物品种,,"subject item belongs to a specific group of domestic animals, generally given by association"
P1349,染色體倍性,,ploidy,基因組的染色體倍性,,"ploidy of a genome, a taxon or an anatomical entity"
P2756,映倫電影分級,,EIRIN film rating,,,category in the Japanese film rating system (add EIRIN number with qualifier P2676)
P9899,,,music created for,,,"a work, event, etc. for which a musical composition was created (e.g., a play for which incidental music was composed; a ballet for which ballet music was written; a film for which motion picture music was created)"
P5514,,,accredited by,,,"optionally use together with ""subject has role"" (P2868)"
P4330,容纳,,contains,位于该项目内部，但不属于其一部分的项目或物质,,item or substance located within this item but not part of it
P748,委任者,,appointed by,,,"who appointed the person to the office, can be used as a qualifier"
P941,启发自,,inspired by,启发此作品创作灵感的作品,,"work, human, place or event which inspired this creative work or fictional entity"
P4600,,,polymer of,,,monomer of which this polymer compose
P520,武器,,armament,配备的武器装备,,equippable weapon item for the subject
P1383,包含聚落,,contains settlement,某行政區劃之中所包含的聚落,,settlement which an administrative division contains
P183,特有分布,,endemic to,分类群生活的唯一位置或栖息地类型,,sole location or habitat type where the taxon lives
P6885,历史地区,,historical region,在某個時間點具有文化，種族，語言或政治基礎的地理區域，無論現在的邊界如何,,"geographic area which at some point in time had a cultural, ethnic, linguistic or political basis, regardless of present-day borders"
P10672,,,raw material processed,,,"raw or intermediate material, or a natural resource converted or consumed by a factory or industrial process, to manufacture a product, or to deliver energy (not to be confused with P186 that is used with products)"
P803,,,professorship,,,professorship position held by this academic person
P509,死因,,cause of death,死亡的直接原因（如车祸、胃癌等）。关于死亡更广的分类（如自然死亡、事故、他杀、自杀等）请使用P1196（死亡方式）。,,"underlying or immediate cause of death.  Underlying cause (e.g. car accident, stomach cancer) preferred. Use 'manner of death' (P1196) for broadest category, e.g. natural causes, accident, homicide, suicide"
P3403,空间重合实体,,coextensive with,此项目与目标有相同的区划边界。,,this item has the same boundary as the target item; area associated with (this) entity is identical with the area associated with that entity
P1652,裁判,,referee,比赛的裁判员,,referee or umpire of a match
P4353,提名者,,nominated by,职位、奖项等的提名人,,who nominated a person for an office or award; can be used as a qualifier
P4792,水壩,,dam,,,construction impounding this watercourse or creating this reservoir
