query_id,query,search_term,qid,label,description
4925442,理查德·蘭伯恩,理查德·蘭伯恩,Q695115,理查德·蘭伯恩,American volleyball player
4927107,蒙圖古拉,蒙圖古拉,Q1762550,蒙圖古拉,"commune and village in Koulikoro Region, Mali"
4928767,德国共产党－红色黎明,德国共产党－红色黎明,Q4229896,德国共产党－红色黎明,political party in Germany
4909320,科諾布古,科諾布古,Q1764728,科諾布古,"commune and town in Ségou Region, Mali"
4925301,墨菲·特洛伊,墨菲·特洛伊,Q9281055,墨菲·特洛伊,US volleyball player
4909876,嗜貝𩷶,嗜貝𩷶,Q150531,嗜貝𩷶,species of fish
4929594,解僱部門,解僱部門,Q11588347,解僱部門,职场现象
4930345,2015年世界游泳錦標賽跳水比賽,2015年世界游泳錦標賽跳水比賽,Q20036769,2015年世界游泳錦標賽跳水比賽,
4929256,湄公河半鯰,湄公河半鯰,Q5647710,湄公河半鯰,species of fish
4930579,若开解放军,若开解放军,Q24565404,若开解放军,insurgent group in Myanmar
4929426,沙壩子墓,沙壩子墓,Q21017820,沙壩子墓,
4929241,富恩拉夫拉达足球俱乐部,富恩拉夫拉达足球俱乐部,,,
4947487,大話西遊3 (電影),大話西遊3 (電影),,,
4930625,藏加索,藏加索,Q576864,藏加索,commune of Mali
4953786,清平陳家寨民居,清平陳家寨民居,Q21017845,清平陳家寨民居,
4943439,萨拉·索菲亚·班克斯,萨拉·索菲亚·班克斯,Q7422791,萨拉·索菲亚·班克斯,English collector of coins and ephemera (1744-1818)
4953126,天仙硐物價石刻,天仙硐物價石刻,Q21017430,天仙硐物價石刻,
4953600,豐田Mirai,豐田Mirai,Q18353760,豐田Mirai,氢燃料电池汽车
4954409,魏城文風塔,魏城文風塔,Q21018452,魏城文風塔,
4953884,蓬安接引塔,蓬安接引塔,Q21018164,蓬安接引塔,
4960684,木燭州,木燭州,Q21073264,木燭州,
4953873,廷議制度,廷議制度,Q22078976,廷議制度,
4960690,昌磊州,昌磊州,Q21073262,昌磊州,
4956116,文光塔,文光塔,Q11079545,文光塔,
4964680,中土觀音寺,中土觀音寺,Q21017177,中土觀音寺,
4964639,1898年7月18日日食,1898年7月18日日食,Q21055906,1898年7月18日日食,solar eclipse
4963832,1862年12月21日日食,1862年12月21日日食,Q21055844,1862年12月21日日食,solar eclipse
4964354,1879年7月19日日食,1879年7月19日日食,Q21055873,1879年7月19日日食,solar eclipse
4964646,1899年6月8日日食,1899年6月8日日食,Q21055910,1899年6月8日日食,solar eclipse
4960798,李家鈺兄弟住宅,李家鈺兄弟住宅,Q21017724,李家鈺兄弟住宅,
4967425,艾德瓦利·亞肯努耶-阿嘉巴傑,艾德瓦利·亞肯努耶-阿嘉巴傑,,,
4967580,理塘土司,理塘土司,Q21017932,理塘土司,tibetan Tusi chiefdom (1719–1906)
4967039,柏林音乐厅,柏林音乐厅,Q702548,柏林音乐厅,"concert hall and former theatre in Berlin, Germany"
4967621,中國文化大學情人坡,中國文化大學情人坡,Q21016960,中國文化大學情人坡,
4968132,趙子龍祠墓,趙子龍祠墓,Q21018248,趙子龍祠墓,四川省省级文物保护单位
4968579,斑紋近鯰,斑紋近鯰,Q6411403,斑紋近鯰,species of fish
4969140,芝麻开门 (电视节目),芝麻开门 (电视节目),,,
4971148,肖雁宁,肖雁宁,Q20781431,肖雁宁,Chinese synchronized swimmer
4973977,極端氦星,極端氦星,Q2586037,極端氦星,low-mass supergiant that is almost devoid of hydrogen
4970783,一級玩家,一級玩家,Q3906523,一級玩家,science fiction novel by Ernest Cline
4974479,Windows Central,Windows Central,Q22099055,Windows Central,news website focused on Microsoft Windows operating system
4973038,永平堡古城,永平堡古城,Q21017799,永平堡古城,
4977552,喬爾諾莫爾西克,喬爾諾莫爾西克,,,
4984314,小城故事 (鄧麗君歌曲),小城故事 (鄧麗君歌曲),,,
4983835,張宗益,張宗益,,,
4985500,索洛納河,索洛納河,Q12154444,索洛納河,"river in Ukraine, Vovcha tributary"
4985521,托克馬克河,托克馬克河,Q12161785,托克馬克河,乌克兰扎波罗热州河流
4977014,格瓦爾季西克 (克里米亞),格瓦爾季西克 (克里米亞),,,
4997922,张全蛋,张全蛋,Q24834289,张全蛋,中国喜剧演员
4985757,立陶宛和白俄罗斯共产党（布尔什维克）,立陶宛和白俄罗斯共产党（布尔什维克）,Q2666671,立陶宛和白俄罗斯共产党（布尔什维克）,political party
4998093,馬亞齊克湖,馬亞齊克湖,Q4286414,馬亞齊克湖,lake in Ukraine
4987010,罗世文,罗世文,Q21018063,罗世文,中共烈士
4985585,PayPal黑手黨,PayPal黑手黨,Q7156556,PayPal黑手黨,term used to indicate a group of former PayPal employees and founders who have since founded and developed additional technology companies
4998774,羅拔·基安巴,羅拔·基安巴,,,
5011536,多斯利德尼齊克,多斯利德尼齊克,,,
5003455,莫农加希拉城大桥,莫农加希拉城大桥,Q6901795,莫农加希拉城大桥,bridge in United States of America
5004177,HARVEST出版,HARVEST出版,Q11327382,HARVEST出版,
5004103,Bitstream Charter,Bitstream Charter,Q1067806,Bitstream Charter,字形襯線字體
5011716,Italia 1,Italia 1,Q536346,Italia 1,Italian television channel
5015442,自组织映射,自组织映射,Q1136838,自组织映射,人工神經網絡的類型
5017029,教派的喜悦,教派的喜悦,Q2739064,教派的喜悦,episode of The Simpsons (S9 E13)
5018121,硫酸汞,硫酸汞,Q261261,硫酸汞,化合物
5018853,若泽·马里奥·瓦斯,若泽·马里奥·瓦斯,Q16908893,若泽·马里奥·瓦斯,President of Guinea-Bissau
5021250,皮奥特尔·马拉尔茨克,皮奥特尔·马拉尔茨克,Q3905470,皮奥特尔·马拉尔茨克,Polish footballer
5021479,Sony Xperia Z4 Tablet,Sony Xperia Z4 Tablet,Q19828197,Sony Xperia Z4 Tablet,touchscreen Android tablet
5021646,中法學校舊址,中法學校舊址,Q21051560,中法學校舊址,
5022153,小王子 (2015年電影),小王子 (2015年電影),,,
5022546,沃洛達爾西克-沃林西基區,沃洛達爾西克-沃林西基區,,,
5022737,潛龍諜影Ac!d,潛龍諜影Ac!d,Q2630695,潛龍諜影Ac!d,2004 video game
5022874,人工草坪,人工草坪,Q311935,人工草坪,"surface made of synthetic fibers, simulating turf grass, frequently used for athletic playing fields"
5022968,LESSA萊薩,LESSA萊薩,Q20892757,LESSA萊薩,韓國網絡漫畫；奇幻漫畫
5023528,若夫特涅維區,若夫特涅維區,Q2384614,若夫特涅維區,"former raion in Mykolaiv Oblast, Ukraine"
5024867,雙黑洞,雙黑洞,Q4913879,雙黑洞,雙黑洞
5024210,维克托·伊瓦尔沃,维克托·伊瓦尔沃,,,
5026074,含水层储能系统,含水层储能系统,Q20899264,含水层储能系统,management of thermal energy in subsurface aquifers
5025413,清源縣,清源縣,Q113511011,清源縣,
5026158,捷爾諾波爾區,捷爾諾波爾區,Q2995495,捷爾諾波爾區,"raion in Ternopil Oblast, Ukraine (until 2020)"
5026902,比洛澤爾卡區,比洛澤爾卡區,Q2654431,比洛澤爾卡區,乌克兰赫尔松州已撤销的区份
5027041,希臘地域統計單位命名法,希臘地域統計單位命名法,Q648662,希臘地域統計單位命名法,overview of Greek NUTS statistical regions
5027840,列寧區 (塞瓦斯托波爾),列寧區 (塞瓦斯托波爾),,,
5027551,鹿特丹海牙机场,鹿特丹海牙机场,Q656807,鹿特丹海牙机场,"airport serving the cities of Rotterdam and The Hague, located in Rotterdam"
5027838,加加林區,加加林區,Q1962788,加加林區,"district of Moscow, Russia"
5027767,科澤列齊區,科澤列齊區,,,
5027269,哈比巴·吉利比,哈比巴·吉利比,Q257993,哈比巴·吉利比,Tunisian middle- and long-distance runner
5029237,元超 (安定王),元超 (安定王),,,
5029954,韩国国会图书馆,韩国国会图书馆,Q624865,韩国国会图书馆,韩国国家图书馆
5030172,陳氏洋房,陳氏洋房,Q21051798,陳氏洋房,
5031366,艾希施泰滕-英戈尔施塔特天主教大学,艾希施泰滕-英戈尔施塔特天主教大学,,,
5034512,美津濃香港半馬拉松錦標賽,美津濃香港半馬拉松錦標賽,Q22101392,美津濃香港半馬拉松錦標賽,
5035241,列尼納,列尼納,,,
5035330,科米什納河,科米什納河,Q4211986,科米什納河,river in Russia and Ukraine
5036078,洛帕京,洛帕京,Q4266627,洛帕京,"village in Koziatyn Raion, Vinnytsia Oblast, Ukraine"
5036297,博羅季諾,博羅季諾,Q132724,博羅季諾,"human settlement in Borodino Urban Okrug, Krasnoyarsk Krai, Russia"
5036414,新奧爾日齊克,新奧爾日齊克,,,
5036742,科米沙尼,科米沙尼,Q2022906,科米沙尼,乌克兰赫尔松州赫尔松区的市级镇
5036789,沃夫克河,沃夫克河,Q2986752,沃夫克河,river in Ukraine
5036922,馬卡比阿希拿撒勒足球會,馬卡比阿希拿撒勒足球會,Q1580781,馬卡比阿希拿撒勒足球會,association football club in Israel
5039100,AI-22,AI-22,Q4053964,AI-22,
5039742,巴關 (合一大學),巴關 (合一大學),,,
5040006,喬治·德巴黎,喬治·德巴黎,Q5546925,喬治·德巴黎,Greek tailor
5040798,蒂纳哈斯 (奇里基省),蒂纳哈斯 (奇里基省),Q20979568,蒂纳哈斯 (奇里基省),"corregimiento in Chiriquí, Panama"
5041200,拉拉古纳 (贝拉瓜斯省),拉拉古纳 (贝拉瓜斯省),Q16302160,拉拉古纳 (贝拉瓜斯省),"corregimiento in Veraguas, Panama"
5041906,津尼奥,津尼奥,Q204555,津尼奥,巴西的足球運動員
5042179,圓規座X-1,圓規座X-1,Q1092768,圓規座X-1,binary star in the constellation Circinus
5042723,中央研究院生物研究所舊址,中央研究院生物研究所舊址,Q21051559,中央研究院生物研究所舊址,
5043638,自由民主主義學生緊急行動,自由民主主義學生緊急行動,Q20980527,自由民主主義學生緊急行動,student activist organization in Japan
5045653,聖若望教堂,聖若望教堂,Q993659,聖若望教堂,baptistery
5047167,安迪·高美斯,安迪·高美斯,,,
5047259,諾基亞Lumia 2520,諾基亞Lumia 2520,,,
5047038,工人革命党 (希腊),工人革命党 (希腊),,,
5047620,悉尼月亮公园,悉尼月亮公园,Q1165470,悉尼月亮公园,Australian amusement park
5047174,芬兰足球乙级联赛,芬兰足球乙级联赛,Q1698369,芬兰足球乙级联赛,fourth highest level of men's football in Finland
5046998,南 (消歧義),南 (消歧義),,,
5048656,舊主教座堂 (布雷西亞),舊主教座堂 (布雷西亞),,,
5048671,巴巴拉波爾圖宮,巴巴拉波爾圖宮,Q925271,巴巴拉波爾圖宮,義大利北部城市維琴察的一座宮殿建築
5049078,索基爾尼察亞,索基爾尼察亞,Q378822,索基爾尼察亞,"village in Khust Raion, Zakarpattia Oblast, Ukraine"
5049346,奧莉花·荷西,奧莉花·荷西,,,
5049754,北溫泉抗戰遺群址,北溫泉抗戰遺群址,Q21051572,北溫泉抗戰遺群址,
5049937,金尚葉,金尚葉,Q17278229,金尚葉,Korean film director
5049956,Welcome Back,Welcome Back,,,
5053543,性角色扮演,性角色扮演,Q1361427,性角色扮演,sexual and other interactions of people playing type roles
5051876,添田武人,添田武人,Q22098670,添田武人,
5053556,杜氏無齒翎電鰻,杜氏無齒翎電鰻,Q21029496,杜氏無齒翎電鰻,species of fish
5053656,奧瑪·阿薩爾,奧瑪·阿薩爾,Q7089642,奧瑪·阿薩爾,埃及男子乒乓球運動員
5054524,高岡早紀,高岡早紀,Q3043265,高岡早紀,日本女演員
5054535,人民解放党 (土耳其),人民解放党 (土耳其),,,
5054766,圖爾達峽谷,圖爾達峽谷,Q929095,圖爾達峽谷,gorge and protected area in Romania
5054813,蘊含閘,蘊含閘,Q18562927,蘊含閘,Digital logic gate
5056059,安樂茶飯,安樂茶飯,Q22101374,安樂茶飯,television series
5056080,密勒氏胸鉤電鰻,密勒氏胸鉤電鰻,Q3023193,密勒氏胸鉤電鰻,species of fish
5055546,帝莫西·基圖姆,帝莫西·基圖姆,Q1662,帝莫西·基圖姆,Kenyan middle distance runner
5057797,因為是第一次,因為是第一次,,,
5058145,巴西喉電鰻,巴西喉電鰻,Q2860581,巴西喉電鰻,species of fish
5058558,大鱗埃氏電鰻,大鱗埃氏電鰻,Q6424219,大鱗埃氏電鰻,species of fish
5056138,羯剌藍,羯剌藍,Q22101416,羯剌藍,
5056490,1943年乌拉圭足球甲级联赛,1943年乌拉圭足球甲级联赛,Q2629462,1943年乌拉圭足球甲级联赛,40th season of the top-tier football league in Uruguay
5058708,日本革命的共产主义者同盟革命的马克思主义派,日本革命的共产主义者同盟革命的马克思主义派,Q6157818,日本革命的共产主义者同盟革命的马克思主义派,political party in Japan
5057357,松平定勝,松平定勝,,,
5058720,共产主义者同盟（统一委员会）,共产主义者同盟（统一委员会）,Q11392734,共产主义者同盟（统一委员会）,
5062272,突尼西亞全國對話四方集團,突尼西亞全國對話四方集團,Q21078159,突尼西亞全國對話四方集團,group of four organizations aimed to build a pluralistic democracy in Tunisia
5061246,聖伯多祿聖保祿堂 (奧斯滕德),聖伯多祿聖保祿堂 (奧斯滕德),,,
5062404,黑森廣播公司,黑森廣播公司,Q23565,黑森廣播公司,German public broadcaster
5062753,盖头 (婚礼),盖头 (婚礼),,,
5063849,拉滕堡,拉滕堡,,,
5064420,斯拉科-東布羅夫斯基橋,斯拉科-東布羅夫斯基橋,Q387127,斯拉科-東布羅夫斯基橋,bridge
5064362,國立木偶戲劇院,國立木偶戲劇院,Q6974242,國立木偶戲劇院,theatre company in the Czech Republic
5063988,大眼巽他銀魚,大眼巽他銀魚,Q6404296,大眼巽他銀魚,species of fish
5063080,第88屆奧斯卡金像獎最佳外語片角逐名單,第88屆奧斯卡金像獎最佳外語片角逐名單,Q20647632,第88屆奧斯卡金像獎最佳外語片角逐名單,维基媒体列表条目
5063416,索库鲁·穆罕默德帕夏,索库鲁·穆罕默德帕夏,Q298419,索库鲁·穆罕默德帕夏,Grand Vizier of the Ottoman Empire (1505–1579)
5066924,丹尼·白蘭特,丹尼·白蘭特,,,
5066675,2016年歐洲國家盃外圍賽附加賽,2016年歐洲國家盃外圍賽附加賽,Q15963328,2016年歐洲國家盃外圍賽附加賽,
5069062,国民议会 (摩纳哥),国民议会 (摩纳哥),,,
5063889,匈牙利技術和交通博物館,匈牙利技術和交通博物館,Q718278,匈牙利技術和交通博物館,"museum in Budapest, Hungary"
5065611,欧洲自由民主联盟党团,欧洲自由民主联盟党团,,,
5064739,阿曼多·科苏塔,阿曼多·科苏塔,Q678252,阿曼多·科苏塔,Italian politician (1926-2015)
5069273,妖怪手表2,妖怪手表2,,,
5070835,獎金獵人 (網站),獎金獵人 (網站),,,
5071792,日本僑俘遣返,日本僑俘遣返,,,
5072285,氮化銦,氮化銦,Q418616,氮化銦,化合物
5072074,深水紅點鮭,深水紅點鮭,Q1341118,深水紅點鮭,species of fish
5073074,陆培,陆培,Q22099477,陆培,politician
5074253,稳定性判据,稳定性判据,Q16883749,稳定性判据,维基媒体消歧义页
5075939,拉杜白鮭,拉杜白鮭,Q6431320,拉杜白鮭,species of fish
5075749,中國式病毒,中國式病毒,Q11318039,中國式病毒,
5075946,舊帕德嫩神廟,舊帕德嫩神廟,Q17051553,舊帕德嫩神廟,ancient temple in the Acropolis of Athens
5081259,下屬音,下屬音,Q536541,下屬音,"fourth tonal degree of the diatonic scale, between the mediant and the dominant"
5081315,少年夢,少年夢,Q22098713,少年夢,album by Hsu Fu Kai
5083111,待產,待產,Q4165750,待產,short story by Stephen King
5083649,伊斯蘭教神學派別,伊斯蘭教神學派別,Q12818349,伊斯蘭教神學派別,set of beliefs associated with the Islamic faith
5083715,吳鈴山,吳鈴山,Q22077840,吳鈴山,台灣男演員
5082822,真柱白鮭,真柱白鮭,Q326570,真柱白鮭,species of fish
5083870,弗朗齐亚柯达,弗朗齐亚柯达,,,
5088708,國際光電工程學會,國際光電工程學會,Q2140443,國際光電工程學會,optics scholarly society
5089801,李若玹,李若玹,Q22077855,李若玹,actor
5092107,江山樓奇案,江山樓奇案,,,
5094695,瑞波縣,瑞波縣,Q7505842,瑞波縣,"district in Sagaing Region, Burma"
5091188,最高領導人,最高領導人,,,
5094884,阿里埃勒大学,阿里埃勒大学,Q201325,阿里埃勒大学,以色列大学
5100548,维尔姆冰期,维尔姆冰期,Q14520484,维尔姆冰期,glacial period in the Alps
5111548,1990年飓风伯莎,1990年飓风伯莎,Q5947194,1990年飓风伯莎,Category 1 Atlantic hurricane in 1990
5114447,尼古拉·馬斯,尼古拉·馬斯,,,
5114464,AJ·麥克金提,AJ·麥克金提,Q21009593,AJ·麥克金提,American rugby union player
5108961,Digital Anvil,Digital Anvil,Q835847,Digital Anvil,former United States video game developer
5115529,克里斯·懷爾斯,克里斯·懷爾斯,Q2964897,克里斯·懷爾斯,American-British rugby union footballer
5117137,迪恩·瑪姆,迪恩·瑪姆,Q3020652,迪恩·瑪姆,Australian dual code rugby player
5116629,馬特·基特,馬特·基特,Q922170,馬特·基特,Australian rugby union player
5124990,卡羅·卡納,卡羅·卡納,Q20702835,卡羅·卡納,Italian rugby union player
5124979,岡薩羅·加西亞,岡薩羅·加西亞,Q3110622,岡薩羅·加西亞,Argentine-Italian rugby union footballer
5125007,麥克·菲利普斯,麥克·菲利普斯,Q519589,麥克·菲利普斯,Welsh rugby union footballer
5129599,沃恩·科特,沃恩·科特,Q3555942,沃恩·科特,New Zealand rugby union footballer and coach
5119415,里奇·麥克考,里奇·麥克考,Q726148,里奇·麥克考,New Zealand international rugby union player
5129837,保羅·奧康內爾,保羅·奧康內爾,Q2038034,保羅·奧康內爾,Irish rugby union footballer and coach
5129749,安東尼·博里奇,安東尼·博里奇,Q662781,安東尼·博里奇,New Zealand rugby union player
5129788,杰弗里·帕利,杰弗里·帕利,,,
5130526,阿萊克斯·科爾比謝,阿萊克斯·科爾比謝,Q2832924,阿萊克斯·科爾比謝,English rugby union footballer
5141501,法蘭克·卡斯特羅,法蘭克·卡斯特羅,Q450529,法蘭克·卡斯特羅,American mobster
5144285,央米丁鎮,央米丁鎮,Q8048035,央米丁鎮,"township in Mandalay Region, Burma"
5145800,年兽大作战,年兽大作战,Q22099892,年兽大作战,2016 animated film
5153948,聚吡咯,聚吡咯,Q146230,聚吡咯,polymer
5154959,哨兵系統,哨兵系統,Q3478803,哨兵系統,JPL program to monitor the Minor Planet Center's catalog for potential Earth impacts
5156054,海馬的組成,海馬的組成,,,
5154881,开皇乐议,开皇乐议,Q22078977,开皇乐议,
5156074,君主配偶,君主配偶,Q24833212,君主配偶,
5156182,栂·美木多站,栂·美木多站,Q7813027,栂·美木多站,"railway station in Sakai, Osaka prefecture, Japan"
5157368,簡佑旬,簡佑旬,Q1072465,簡佑旬,臺灣男子羽球運動員
5158036,走遍中国,走遍中国,Q22100162,走遍中国,
5160541,傑克·帕森斯,傑克·帕森斯,,,
5160572,布拉格墓園,布拉格墓園,Q1193601,布拉格墓園,2010 novel by Umberto Eco
5161402,小行星375043,小行星375043,Q21704658,小行星375043,小行星
5161608,黎明 (遊戲開發者),黎明 (遊戲開發者),,,
5161691,對偶控制理論,對偶控制理論,Q5310194,對偶控制理論,
5162631,須磨離宮公園,須磨離宮公園,Q7636914,須磨離宮公園,
5162368,名古屋市電,名古屋市電,Q6958953,名古屋市電,
5162299,台北市區計劃,台北市區計劃,Q17225006,台北市區計劃,
5163264,格奧爾基·洛里亞,格奧爾基·洛里亞,Q3300662,格奧爾基·洛里亞,格鲁吉亚足球运动员
5164030,登州卫,登州卫,Q22100130,登州卫,
5165059,戈吉納基,戈吉納基,Q1136488,戈吉納基,sweetness made of nuts and honey
5163022,古鹰号重巡洋舰,古鹰号重巡洋舰,Q283502,古鹰号重巡洋舰,ship
5165147,貝迪亞主教座堂,貝迪亞主教座堂,Q2471241,貝迪亞主教座堂,位于阿布哈兹的教堂
5165600,津巴布韋華人,津巴布韋華人,Q20981280,津巴布韋華人,
5168279,馬馬利加,馬馬利加,Q1518603,馬馬利加,"porridge made out of yellow maize flour, traditional in Romania and Moldova"
5172598,樺樹液,樺樹液,Q865598,樺樹液,collected birch sap makes a healthy drink and ingredient for wine and other sap-based drinks
5172997,2016年香港國際賽事,2016年香港國際賽事,Q28408494,2016年香港國際賽事,
5172935,斯维特兰娜·萨盖伊达克,斯维特兰娜·萨盖伊达克,Q21746947,斯维特兰娜·萨盖伊达克,
5172580,世界運動會棒球比賽,世界運動會棒球比賽,Q4866601,世界運動會棒球比賽,棒球赛事
5173103,孔膜首鱈,孔膜首鱈,Q2393714,孔膜首鱈,species of fish
5173321,2016年優霸盃,2016年優霸盃,Q17125537,2016年優霸盃,羽毛球賽事
5173705,巴庫動物園,巴庫動物園,Q2452280,巴庫動物園,"zoo in Baku, Azerbaijan"
5174546,Famicom Jump 英雄列传,Famicom Jump 英雄列传,Q5432912,Famicom Jump 英雄列传,1989 video game
5175235,大连绿地中心,大连绿地中心,Q5210921,大连绿地中心,"building in Dalian Greenland Center, China"
5173827,安化縣 (貴州),安化縣 (貴州),,,
5175343,杜蘭德盃,杜蘭德盃,Q114941,杜蘭德盃,football tournament in India
5175632,巴拿馬帽,巴拿馬帽,Q741814,巴拿馬帽,traditional brimmed straw hat of Ecuadorian origin
5175735,克里斯多福·派恩,克里斯多福·派恩,,,
5176410,喬治亞國家銀行,喬治亞國家銀行,Q2667495,喬治亞國家銀行,The Central Bank of the country of Georgia
5176142,真侍魂 霸王丸地狱变,真侍魂 霸王丸地狱变,Q2736827,真侍魂 霸王丸地狱变,1994 arcade video game
5176701,胡卡瀑布,胡卡瀑布,Q38477,胡卡瀑布,waterfall in New Zealand
5177891,直布羅陀徽章,直布羅陀徽章,Q475471,直布羅陀徽章,coat of arms
5178215,吵死了！,吵死了！,Q21710979,吵死了！,HKT48的第6張單曲
5179092,匈牙利飲食,匈牙利飲食,Q264327,匈牙利飲食,culinary traditions of Hungary
5179153,沪安高速动车组列车,沪安高速动车组列车,Q22100857,沪安高速动车组列车,
5179962,美国银行广场 (圣安东尼奥),美国银行广场 (圣安东尼奥),,,
5179729,羅特尼斯島,羅特尼斯島,Q585317,羅特尼斯島,"island near Perth, Western Australia"
5180509,2016年電影,2016年電影,,,
5180793,埃尔塔欣,埃尔塔欣,Q753895,埃尔塔欣,archaeological site in Mexico
5181946,茅屋起司,茅屋起司,Q13221624,茅屋起司,"cheese made from skim milk, lactic bacteria and rennet"
5183605,大薩索山國家公園,大薩索山國家公園,Q1027914,大薩索山國家公園,Italian national park
5183648,凝乳糖,凝乳糖,Q2622681,凝乳糖,以鄉村起司製成，外覆脆皮巧克力
5183876,张锁江,张锁江,Q22099608,张锁江,
5185340,特塞季,特塞季,,,
5185704,首席内容官,首席内容官,Q5096974,首席内容官,executive responsible for content in broadcasting
5186608,硒氰酸钴汞,硒氰酸钴汞,Q22289657,硒氰酸钴汞,化合物
5186897,Citra,Citra,Q19360233,Citra,Nintendo 3DS emulator
5188578,馬里奧·迪亞斯-巴拉特,馬里奧·迪亞斯-巴拉特,Q767270,馬里奧·迪亞斯-巴拉特,美國共和黨籍政治人物
5188719,低碳富勒烯,低碳富勒烯,Q21959503,低碳富勒烯,
5188846,湯姆·哈金,湯姆·哈金,Q465617,湯姆·哈金,American politician
5188919,史提夫·斯托克曼,史提夫·斯托克曼,Q1605321,史提夫·斯托克曼,American politician
5189159,約翰·巴爾達齊,約翰·巴爾達齊,Q502949,約翰·巴爾達齊,American politician (born 1955)
5189215,吳美英,吳美英,Q21996469,吳美英,actor
5189504,格雷格·阿博特,格雷格·阿博特,Q5605224,格雷格·阿博特,政治人物
5189568,斯蒂芬·林奇,斯蒂芬·林奇,Q2344921,斯蒂芬·林奇,U.S. Representative from Massachusetts
5189540,頭蝨感染,頭蝨感染,Q532158,頭蝨感染,Human disease
5189634,蘭迪·韋伯,蘭迪·韋伯,Q4014569,蘭迪·韋伯,American politician
5189777,羅伯特·皮廷格,羅伯特·皮廷格,Q3956848,羅伯特·皮廷格,American politician
5189814,瓦梅菲埃,瓦梅菲埃,Q7966928,瓦梅菲埃,"place in Bono Region, Ghana"
5189944,吉姆·雷納齊,吉姆·雷納齊,Q976676,吉姆·雷納齊,American politician
5190133,布拉德·米勒 (政治人物),布拉德·米勒 (政治人物),,,
5190146,社会主义替代 (美国),社会主义替代 (美国),,,
5189992,吉姆·麥克高文,吉姆·麥克高文,Q1337459,吉姆·麥克高文,美国政治人物
5190429,海沃德 (威斯康星州),海沃德 (威斯康星州),,,
5190238,肖恩·達菲 (政治人物),肖恩·達菲 (政治人物),,,
5190633,果敢語,果敢語,Q22099847,果敢語,language
5190958,钱剑秋,钱剑秋,Q22100239,钱剑秋,Chinese lawyer
5191276,沃夫恰河 (大科別利亞喬克河支流),沃夫恰河 (大科別利亞喬克河支流),,,
5192326,普季利夫卡河,普季利夫卡河,Q12145648,普季利夫卡河,river in Ukraine
5192052,大拉多戈希,大拉多戈希,Q4106322,大拉多戈希,"village in Iziaslav Raion, Khmelnytsky Oblast, Ukraine"
5191546,私立蜀山学园,私立蜀山学园,Q22100738,私立蜀山学园,
5192618,世嘉电子游戏机列表,世嘉电子游戏机列表,,,
5193231,雪莎,雪莎,Q1780501,雪莎,Italian brand of confection
5193461,澤姆良卡 (科諾托普區),澤姆良卡 (科諾托普區),,,
5192546,2016年Gaon專輯冠軍作品列表,2016年Gaon專輯冠軍作品列表,,,
5193613,一切都好,一切都好,Q21869331,一切都好,2016年電影
5194207,奧列克桑德羅-格里戈里夫卡,奧列克桑德羅-格里戈里夫卡,Q4061023,奧列克桑德羅-格里戈里夫卡,"village in Piatykhatky Raion, Dnipropetrovsk Oblast (province), Ukraine"
5194901,因格沃内语,因格沃内语,,,
5196715,克拉拉·尼斯塔特,克拉拉·尼斯塔特,Q22035472,克拉拉·尼斯塔特,瑞典女子羽球運動員
5197168,塔尚河,塔尚河,Q12160179,塔尚河,river in Ukraine
5197816,前35年,前35年,Q41236,前35年,年
5197835,前25年,前25年,Q4206,前25年,年份
5197342,烏多維琴基,烏多維琴基,Q4469499,烏多維琴基,"village in Zinkiv Raion, Poltava Oblast, Ukraine"
5198040,佩爾紹特拉夫涅韋 (皮里亞京區),佩爾紹特拉夫涅韋 (皮里亞京區),,,
5198199,野狗子,野狗子,Q110028121,野狗子,未发售的电子游戏
5198623,咬鬼,咬鬼,Q127514171,咬鬼,《聊斋志异》故事
5198857,雅科夫·弗伦克尔,雅科夫·弗伦克尔,Q951957,雅科夫·弗伦克尔,Russian physicist
5200065,革命社会主义者 (丹麦),革命社会主义者 (丹麦),,,
5200129,塔克维拉国际大道站,塔克维拉国际大道站,,,
5199797,弗留利,弗留利,Q160570,弗留利,historical region of north-eastern Italy
5201456,安塔利,安塔利,Q2852570,安塔利,"place in Atsimo-Andrefana, Madagascar"
5201720,薩卡河,薩卡河,Q12150218,薩卡河,river in Ukraine
5202104,卑爾根要塞,卑爾根要塞,Q583428,卑爾根要塞,"Medieval fortress located in Bergen, Norway"
5203042,布拉日尼基 (哈爾科夫),布拉日尼基 (哈爾科夫),,,
5203436,朱瑪人,朱瑪人,Q654653,朱瑪人,Tribes of the Chittagong Hill Tracts
5202262,通古布里,通古布里,Q511200,通古布里,commune in Madagascar
5203675,克賴尼亞巴拉克利卡河,克賴尼亞巴拉克利卡河,Q12114104,克賴尼亞巴拉克利卡河,乌克兰河流
5204932,烏茲別克鐵路,烏茲別克鐵路,Q2093569,烏茲別克鐵路,
5205069,籠中鳥 (電影),籠中鳥 (電影),,,
5205215,沙烏地阿拉伯的印尼人,沙烏地阿拉伯的印尼人,Q12184158,沙烏地阿拉伯的印尼人,
5205647,摩纳哥地理,摩纳哥地理,Q1815375,摩纳哥地理,
5206843,網頁開發者,網頁開發者,Q6859454,網頁開發者,programmer who specializes in World Wide Web applications
5208110,苯磺酰氯,苯磺酰氯,Q2660596,苯磺酰氯,化合物
