id,type,label-zh,label-zh-hans,label-zh-cn,label-zh-tw,label-yue,label-kk,label-en,description-zh,description-zh-hans,description-zh-cn,description-zh-tw,description-yue,description-en,alias-zh,alias-en,zhwiki,zh_yuewiki,kkwiki,enwiki,alias-kk,description-kk
Q6253,item,诺伊斯莱茵县,诺伊斯莱茵县,诺伊斯莱茵县,,,,Rhein-Kreis Neuss,,,,,,"district in North Rhine-Westphalia, Germany",,,https://zh.wikipedia.org/wiki/诺伊斯莱茵县,,,https://en.wikipedia.org/wiki/Rhein-Kreis Neuss,,
Q6254,item,基托斯战争,,,,,,Kitos War,,,,,,Jewish-Roman conflict (115-117),"基多戰爭, 基托斯戰爭",Second Jewish–Roman War,https://zh.wikipedia.org/wiki/第二次猶太–羅馬戰爭,,,https://en.wikipedia.org/wiki/Kitos War,,
Q6259,item,帕維亞,帕维亚,帕维亚,,帕維亞,Павия,Pavia,意大利市镇,,,,,Italian comune,,,https://zh.wikipedia.org/wiki/帕維亞,https://zh-yue.wikipedia.org/wiki/帕維亞,https://kk.wikipedia.org/wiki/Павия,https://en.wikipedia.org/wiki/Pavia,,
Q6263,item,1517年,,,1517年,1517年,1517 жыл,1517,年,年份,,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1517年,https://zh-yue.wikipedia.org/wiki/1517年,https://kk.wikipedia.org/wiki/1517 жыл,https://en.wikipedia.org/wiki/1517,,
Q6267,item,1423年,,,1423年,1423年,1423 жыл,1423,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1423年,https://zh-yue.wikipedia.org/wiki/1423年,https://kk.wikipedia.org/wiki/1423 жыл,https://en.wikipedia.org/wiki/1423,,
Q6282,item,1376年,,,1376年,1376年,1376 жыл,1376,年份,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1376年,https://zh-yue.wikipedia.org/wiki/1376年,https://kk.wikipedia.org/wiki/1376 жыл,https://en.wikipedia.org/wiki/1376,,
Q6283,item,1425年,,,1425年,1425年,1425 жыл,1425,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1425年,https://zh-yue.wikipedia.org/wiki/1425年,https://kk.wikipedia.org/wiki/1425 жыл,https://en.wikipedia.org/wiki/1425,,
Q6284,item,1520年,,,1520年,1520年,1520 жыл,1520,年,年份,,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1520年,https://zh-yue.wikipedia.org/wiki/1520年,https://kk.wikipedia.org/wiki/1520 жыл,https://en.wikipedia.org/wiki/1520,,
Q6318,item,G.55战斗机,,,,,,Fiat G.55 Centauro,,,,,,fighter aircraft,,"Fiat G.55, G55, Centauro, G.55 Centauro",https://zh.wikipedia.org/wiki/G.55战斗机,,,https://en.wikipedia.org/wiki/Fiat G.55 Centauro,,
Q6348,item,卡特琳·伊巴古恩,,卡特琳·伊瓦尔根,,,,Caterine Ibargüen,哥伦比亚田径运动员,,哥伦比亚田径运动员,,,"Colombian athlete competing in high jump, long jump and triple jump","卡特琳·伊瓦尔根·梅娜, 卡特琳·伊瓦尔根",Catherine Ibargüen Mena,https://zh.wikipedia.org/wiki/卡特琳·伊瓦尔根,,,https://en.wikipedia.org/wiki/Caterine Ibargüen,,
Q6360,item,1434年,,,1434年,1434年,1434 жыл,1434,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1434年,https://zh-yue.wikipedia.org/wiki/1434年,https://kk.wikipedia.org/wiki/1434 жыл,https://en.wikipedia.org/wiki/1434,,
Q6361,item,光致蒸發,,,,,,Photoevaporation,,,,,,process when a planet is stripped of its atmosphere,,,https://zh.wikipedia.org/wiki/光致蒸發,,,https://en.wikipedia.org/wiki/Photoevaporation,,
Q6363,item,葉夫根尼婭·科洛德科,,,,,,Yevgeniya Kolodko,,,,,,Russian athlete,,"Yevgeniya Nikolayevna Kolodko, Yevgieniya Kolodko",,,,https://en.wikipedia.org/wiki/Yevgeniya Kolodko,,
Q6376,item,,,,,,,Somsdorf,,,,,,"subdivision of Freital in Sächsische Schweiz-Osterzgebirge district, Germany",,,,,,https://en.wikipedia.org/wiki/Somsdorf,,
Q6378,item,1391年,,,1391年,1391年,1391 жыл,1391,年份,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1391年,https://zh-yue.wikipedia.org/wiki/1391年,https://kk.wikipedia.org/wiki/1391 жыл,https://en.wikipedia.org/wiki/1391,,
Q6382,item,1392年,,,1392年,1392年,1392 жыл,1392,年份,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1392年,https://zh-yue.wikipedia.org/wiki/1392年,https://kk.wikipedia.org/wiki/1392 жыл,https://en.wikipedia.org/wiki/1392,,
Q6388,item,人類游泳,,,,游水,Жүзу,swimming,人類不藉外力在水或其它液體中移動,,,,,self propulsion of a person through water or other liquid; mainly on the water surface,,human swimming,https://zh.wikipedia.org/wiki/游泳,https://zh-yue.wikipedia.org/wiki/游水,https://kk.wikipedia.org/wiki/Жүзу,https://en.wikipedia.org/wiki/Swimming,,
Q6393,item,布里夫拉盖亚尔德,,,,布里夫拉蓋亞爾德,Брив-ла-Гаярд,Brive-la-Gaillarde,法国科雷兹省市镇与副省会,法国市镇,,,,"French commune in Corrèze, Nouvelle-Aquitaine",,"Brive, Briva la Galharda, Briva",https://zh.wikipedia.org/wiki/布里夫拉盖亚尔德,https://zh-yue.wikipedia.org/wiki/布里夫拉蓋亞爾德,https://kk.wikipedia.org/wiki/Брив-ла-Гаярд,https://en.wikipedia.org/wiki/Brive-la-Gaillarde,,
Q6398,item,1394年,,,1394年,1394年,1394 жыл,1394,年份,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1394年,https://zh-yue.wikipedia.org/wiki/1394年,https://kk.wikipedia.org/wiki/1394 жыл,https://en.wikipedia.org/wiki/1394,,
Q6405,item,1396年,,,1396年,1396年,1396 жыл,1396,年份,年份,语言,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1396年,https://zh-yue.wikipedia.org/wiki/1396年,https://kk.wikipedia.org/wiki/1396 жыл,https://en.wikipedia.org/wiki/1396,,
Q6419,item,巴伯拉·斯伯塔科娃,,,,,,Barbora Špotáková,,,,,,Czech javelin thrower,,Barbora Spotakova,https://zh.wikipedia.org/wiki/巴尔博拉·什波塔科娃,,,https://en.wikipedia.org/wiki/Barbora Špotáková,,
Q6427,item,克里斯蒂娜·奥贝格弗尔,,,,,,Christina Obergföll,,,,,,German athlete,,,https://zh.wikipedia.org/wiki/克里斯蒂娜·奥贝格弗尔,,,https://en.wikipedia.org/wiki/Christina Obergföll,,
Q6434,item,富尔达河,富尔达河,富尔达河,弗爾達河,,,Fulda,,,,,,"head river of the Weser in Hesse, Germany","富爾達河, 弗爾達河","Fulda of the Weser, Fulda River",https://zh.wikipedia.org/wiki/富尔达河,,,https://en.wikipedia.org/wiki/Fulda (river),,
Q6435,item,Re.2004戰鬥機,,,,,,Reggiane Re.2004,,,,,,Italian single-engined monoplane,,,,,,https://en.wikipedia.org/wiki/Reggiane Re.2004,,
Q6438,item,巴雷塔尔,,,,,Бареталь,Bahretal,德国萨克森州市镇,,,,,"municipality in the Sächsische Schweiz-Osterzgebirge district in Saxony, Germany",,,https://zh.wikipedia.org/wiki/巴勒塔尔,,https://kk.wikipedia.org/wiki/Бареталь,https://en.wikipedia.org/wiki/Bahretal,,
Q6439,item,1448年,,,1448年,1448年,1448 жыл,1448,年,年份,,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1448年,https://zh-yue.wikipedia.org/wiki/1448年,https://kk.wikipedia.org/wiki/1448 жыл,https://en.wikipedia.org/wiki/1448,,
Q6441,item,蒙彼利埃,蒙彼利埃,蒙彼利埃,蒙皮立,夢比利耶,Монпелье,Montpellier,法国埃罗省市镇与省会,法国市镇,,法蘭西南部濱海城市,,"city in Hérault, France",,Montpelhièr,https://zh.wikipedia.org/wiki/蒙彼利埃,https://zh-yue.wikipedia.org/wiki/夢比利耶,https://kk.wikipedia.org/wiki/Монпелье,https://en.wikipedia.org/wiki/Montpellier,,
Q6443,item,1533年,,,1533年,1533年,1533 жыл,1533,年,年份,,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1533年,https://zh-yue.wikipedia.org/wiki/1533年,https://kk.wikipedia.org/wiki/1533 жыл,https://en.wikipedia.org/wiki/1533,,
Q6455,item,1451年,,,1451年,1451年,1451 жыл,1451,年,年份,,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1451年,https://zh-yue.wikipedia.org/wiki/1451年,https://kk.wikipedia.org/wiki/1451 жыл,https://en.wikipedia.org/wiki/1451,,
Q6460,item,1452年,,,1452年,1452年,1452 жыл,1452,年,年份,,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1452年,https://zh-yue.wikipedia.org/wiki/1452年,https://kk.wikipedia.org/wiki/1452 жыл,https://en.wikipedia.org/wiki/1452,,
Q6477,item,皮尔纳,,,,,Пирна,Pirna,德国萨克森州市镇,,,,,"town in the Free State of Saxony, Germany",,,https://zh.wikipedia.org/wiki/皮尔纳,,https://kk.wikipedia.org/wiki/Пирна,https://en.wikipedia.org/wiki/Pirna,,
Q6499,item,C-295運輸機,,,,,EADS CASA C-295,C-295,,,,,,European tactical military transport aircraft,,"CN-295, C295, EADS CASA C-295, Airbus C-295",https://zh.wikipedia.org/wiki/C-295運輸機,,https://kk.wikipedia.org/wiki/EADS CASA C-295,https://en.wikipedia.org/wiki/EADS CASA C-295,,
Q6503,item,卡拉維爾客機,卡拉維爾客機,卡拉維爾客機,卡拉維爾客機,SE-210「卡拉維爾」客機,Sud Aviation Caravelle,Caravelle,,,,,,French twin-jet narrow-body airliner produced 1958–1972,卡拉菲10B3 Super B型客機,"Sud Aviation SE 210 Caravelle, SE 210 Caravelle, SE210, Sud Caravelle",https://zh.wikipedia.org/wiki/卡拉維爾客機,https://zh-yue.wikipedia.org/wiki/SE-210「卡拉維爾」客機,https://kk.wikipedia.org/wiki/Sud Aviation Caravelle,https://en.wikipedia.org/wiki/Sud Aviation Caravelle,,
Q6504,item,BAC 1-11,BAC 1-11,BAC 1-11,BAC 1-11,,,BAC One-Eleven,已全數退役之商用客機,,,,,1963 airliner family by British Aircraft Corporation,,"British Aircraft Corporation One-Eleven, BAC-111, BAC-1-11, BAC 1-11, Rombac One-Eleven, 111 aircraft, One-Eleven",https://zh.wikipedia.org/wiki/BAC 1-11,,,https://en.wikipedia.org/wiki/BAC One-Eleven,,
Q6507,item,芬尼根的守灵夜,芬尼根的守灵夜,芬尼根的守灵夜,,,,Finnegans Wake,,,,,,comic fiction by James Joyce,,,https://zh.wikipedia.org/wiki/芬尼根的守灵夜,,,https://en.wikipedia.org/wiki/Finnegans Wake,,
Q6512,item,索倫·克爾凱郭爾,索伦·克尔凯郭尔,索伦·克尔凯郭尔,,祁克果,Сёрен Кьеркегор,Søren Kierkegaard,丹麦神学家、哲学家、诗人（1813—1855）,,,,,"Danish theologian, philosopher, poet and social critic (1813–1855)","克尔凯郭尔, 索倫·奧貝·克爾凱郭爾, 克尔恺郭尔, 索伦·克尔凯郭尔","Kierkegaard, Søren Aabye Kierkegaard, Victor Eremita, Climacus, Anti-Climacus, Sören Aaby Kierkegaard",https://zh.wikipedia.org/wiki/索倫·奧貝·克爾凱郭爾,https://zh-yue.wikipedia.org/wiki/索倫·祁克果,https://kk.wikipedia.org/wiki/Серен Кьеркегор,https://en.wikipedia.org/wiki/Søren Kierkegaard,,
Q6542,item,疱疹病毒目,,,疱疹病毒目,,,Herpesvirales,,,,,,order of viruses,,,https://zh.wikipedia.org/wiki/疱疹病毒目,,,https://en.wikipedia.org/wiki/Herpesvirales,,
Q6543,item,哈卡斯共和国,,,,哈卡斯,Хақас Республикасы,Khakassia,俄罗斯第一级行政区划,,,,,"federal subject of Russia, republic of Russia",,"Khakas Republic, Republic of Khakassia, Khakassiya",https://zh.wikipedia.org/wiki/哈卡斯共和国,https://zh-yue.wikipedia.org/wiki/哈卡斯,https://kk.wikipedia.org/wiki/Хакасия,https://en.wikipedia.org/wiki/Khakassia,,
Q6557,item,1550年,,,1550年,1550年,1550 жыл,1550,年,年份,,儒略曆或格里曆之年份,年,year,,MDL,https://zh.wikipedia.org/wiki/1550年,https://zh-yue.wikipedia.org/wiki/1550年,https://kk.wikipedia.org/wiki/1550 жыл,https://en.wikipedia.org/wiki/1550,,
Q6562,item,Category:天文学家,,,,Category:天文學家,Санат:Астрономдар,Category:Astronomers,维基媒体项目分类,,,,維基媒體分類,Wikimedia category,,,https://zh.wikipedia.org/wiki/Category:天文学家,https://zh-yue.wikipedia.org/wiki/Category:天文學家,https://kk.wikipedia.org/wiki/Санат:Астрономдар,https://en.wikipedia.org/wiki/Category:Astronomers,,
Q6569,item,1470年,,,1470年,1470年,1470 жыл,1470,年份,年份,,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1470年,https://zh-yue.wikipedia.org/wiki/1470年,https://kk.wikipedia.org/wiki/1470 жыл,https://en.wikipedia.org/wiki/1470,,
Q6584,item,香料酒,,,,,глинтвейн,mulled wine,,,,,,red wine along with various spices and raisins,,spiced wine,https://zh.wikipedia.org/wiki/香料酒,,https://kk.wikipedia.org/wiki/Глинтвейн,https://en.wikipedia.org/wiki/Mulled wine,,
Q6592,item,海王星外天體,,,,海王星外天體,,trans-Neptunian object,天体合称,,,,,any object in the Solar System that orbits the Sun at a greater average distance than Neptune,,"TNO, object beyond Neptune, transneptunian object",https://zh.wikipedia.org/wiki/海王星外天體,https://zh-yue.wikipedia.org/wiki/海王星外天體,,https://en.wikipedia.org/wiki/Trans-Neptunian object,,
Q6594,item,1473年,,,1473年,1473年,1473 жыл,1473,年份,年份,,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1473年,https://zh-yue.wikipedia.org/wiki/1473年,https://kk.wikipedia.org/wiki/1473 жыл,https://en.wikipedia.org/wiki/1473,,
Q6596,item,戈里齐亚,戈里齐亚,戈里齐亚,哥里加,,Гориция,Gorizia,意大利的一个市镇,,,,,Italian comune,,"Gorica, Görz",https://zh.wikipedia.org/wiki/戈里齐亚,,https://kk.wikipedia.org/wiki/Гориция,https://en.wikipedia.org/wiki/Gorizia,,
Q6599,item,冥族小天體,,,,,,plutino,,,,,,resonant trans-Neptunian object,,"2:3-resonant trans-Neptunian object, 2:3-resonant TNO, Plutino",https://zh.wikipedia.org/wiki/冥族小天體,,,https://en.wikipedia.org/wiki/Plutino,,
Q6603,item,斯滕福德,,斯滕福德,,,Стеенвоорд,Steenvoorde,法国北部省市镇,,法国北部省市镇,,,"commune in Nord, France",,Stêenvôorde,https://zh.wikipedia.org/wiki/斯滕福德,,https://kk.wikipedia.org/wiki/Стеенвоорд,https://en.wikipedia.org/wiki/Steenvoorde,,
Q6615,item,马萨内特-德卡夫雷尼斯,,马萨内特-德卡夫雷尼斯,,,Масанет-де-Кабреньс,Maçanet de Cabrenys,西班牙赫罗纳省市镇,,西班牙赫罗纳省市镇,,,"municipality in the comarca of Alt Empordà, Girona, Catalonia, Spain",,,https://zh.wikipedia.org/wiki/马萨内特-德卡夫雷尼斯,,https://kk.wikipedia.org/wiki/Масанет-де-Кабреньс,https://en.wikipedia.org/wiki/Maçanet de Cabrenys,,
Q6632,item,1564年,,,1564年,1564年,1564 жыл,1564,年份,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1564年,https://zh-yue.wikipedia.org/wiki/1564年,https://kk.wikipedia.org/wiki/1564 жыл,https://en.wikipedia.org/wiki/1564,,жыл
Q6640,item,博克拉,,,,,,Pokhara,,,,,,metropolitan city of Nepal,,"Lekhnath, Pokhara Lekhnath Metropolitan City",https://zh.wikipedia.org/wiki/博卡拉,,,https://en.wikipedia.org/wiki/Pokhara,,
Q6650,item,卡尼古峰,,,,,,Canigou,,,,,,mountain in the Pyrenees of southern France,,,,,,https://en.wikipedia.org/wiki/Canigou,,
Q6653,item,1569年,,,1569年,1569年,1569 жыл,1569,年份,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1569年,https://zh-yue.wikipedia.org/wiki/1569年,https://kk.wikipedia.org/wiki/1569 жыл,https://en.wikipedia.org/wiki/1569,,
Q6654,item,克罗地亚语,克罗地亚语,克罗地亚语,克羅埃西亞語,克羅地亞文,Хорват тілі,Croatian,克罗地亚人使用的塞尔维亚-克罗地亚语标准变体,语言,语言,語言,語言,"standardized variety of Serbo-Croatian language, used by Croats","克羅埃西亞語, 克羅地亞語","hr, Croatian language, Hrvatski",https://zh.wikipedia.org/wiki/克罗地亚语,https://zh-yue.wikipedia.org/wiki/克羅地亞文,https://kk.wikipedia.org/wiki/Хорват тілі,https://en.wikipedia.org/wiki/Croatian language,,
Q6685,item,多夫海恩,,,,,Дорфхайн,Dorfhain,德国萨克森州市镇,,,,,"municipality in the Sächsische Schweiz-Osterzgebirge district, in Saxony, Germany",,,https://zh.wikipedia.org/wiki/多夫海恩,,https://kk.wikipedia.org/wiki/Дорфхайн,https://en.wikipedia.org/wiki/Dorfhain,,
Q6706,item,UTC+01:30,UTC+01:30,,,UTC+1:30,,UTC+01:30,,,,,,Identifier for a time offset from UTC of +1:30 (no longer used),,utc+1:30,https://zh.wikipedia.org/wiki/UTC+01:30,https://zh-yue.wikipedia.org/wiki/UTC+1:30,,https://en.wikipedia.org/wiki/UTC+01:30,,
Q6710,item,哈尔特曼斯多夫-赖歇瑙,,,,,Хартмансдорф-Райхенау,Hartmannsdorf-Reichenau,德国萨克森州市镇,,,,,"municipality in the Sächsische Schweiz-Osterzgebirge district, in Saxony, Germany",,,https://zh.wikipedia.org/wiki/哈特曼斯多夫-赖谢瑙,,https://kk.wikipedia.org/wiki/Хартмансдорф-Райхенау,https://en.wikipedia.org/wiki/Hartmannsdorf-Reichenau,,
Q6716,item,格罗塞托,,,格羅塞托,,Гроссето,Grosseto,意大利市镇,意大利市镇,,義大利市鎮,,Italian comune,,,https://zh.wikipedia.org/wiki/格罗塞托,,https://kk.wikipedia.org/wiki/Гроссето,https://en.wikipedia.org/wiki/Grosseto,,
Q6735,item,1603年,,,1603年,1603年,1603 жыл,1603,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1603年,https://zh-yue.wikipedia.org/wiki/1603年,https://kk.wikipedia.org/wiki/1603 жыл,https://en.wikipedia.org/wiki/1603,,
Q6744,item,1587年,,,1587年,1587年,1587 жыл,1587,年份,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1587年,https://zh-yue.wikipedia.org/wiki/1587年,https://kk.wikipedia.org/wiki/1587 жыл,https://en.wikipedia.org/wiki/1587,,
Q6747,item,1606年,,,1606年,1606年,1606 жыл,1606,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1606年,https://zh-yue.wikipedia.org/wiki/1606年,https://kk.wikipedia.org/wiki/1606 жыл,https://en.wikipedia.org/wiki/1606,,
Q6750,item,贝利埃,贝利埃,,,,,Berliet,,,,,,1901-1978 automotive manufacturer,,,https://zh.wikipedia.org/wiki/贝利埃,,,https://en.wikipedia.org/wiki/Berliet,,
Q6753,item,滨海巴纽尔斯,滨海巴纽尔斯,滨海巴纽尔斯,,,Баниюль-сюр-Мер,Banyuls-sur-Mer,法国东比利牛斯省市镇,法国东比利牛斯省市镇,法国东比利牛斯省市镇,,,"commune in Pyrénées-Orientales, France",,,https://zh.wikipedia.org/wiki/滨海巴纽尔斯,,https://kk.wikipedia.org/wiki/Баниюльс-сюр-Мер,https://en.wikipedia.org/wiki/Banyuls-sur-Mer,,
Q6756,item,1607年,,,1607年,1607年,1607 жыл,1607,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1607年,https://zh-yue.wikipedia.org/wiki/1607年,https://kk.wikipedia.org/wiki/1607 жыл,https://en.wikipedia.org/wiki/1607,,
Q6758,item,1608年,,,1608年,1608年,1608 жыл,1608,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1608年,https://zh-yue.wikipedia.org/wiki/1608年,https://kk.wikipedia.org/wiki/1608 жыл,https://en.wikipedia.org/wiki/1608,,
Q6767,item,利沃诺足球俱乐部,,,,,,U.S. Livorno 1915,意大利足球俱乐部,,,,,"Italian football club based in Livorno, Tuscany",,"U.S.L 1915, USL 1915, U.S. Livorno, Unione Sportiva Livorno 1915, US Livorno, US Livorno 1915",https://zh.wikipedia.org/wiki/利沃诺足球俱乐部,,,https://en.wikipedia.org/wiki/US Livorno 1915,,
Q6772,item,1593年,,,1593年,1593年,1593 жыл,1593,年份,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1593年,https://zh-yue.wikipedia.org/wiki/1593年,https://kk.wikipedia.org/wiki/1593 жыл,https://en.wikipedia.org/wiki/1593,,
Q6775,item,赫肯多夫,,,,,,Höckendorf,,,,,,"village and former municipality in Saxony, Germany",,Hockendorf,https://zh.wikipedia.org/wiki/赫肯多夫,,,https://en.wikipedia.org/wiki/Höckendorf,,
Q6784,item,1615年,,,1615年,1615年,1615 жыл,1615,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1615年,https://zh-yue.wikipedia.org/wiki/1615年,https://kk.wikipedia.org/wiki/1615 жыл,https://en.wikipedia.org/wiki/1615,,
Q6785,item,1596年,,,1596年,1596年,1596 жыл,1596,年份,年份,年份,儒略曆或格里曆之年份,年,calendar year,,,https://zh.wikipedia.org/wiki/1596年,https://zh-yue.wikipedia.org/wiki/1596年,https://kk.wikipedia.org/wiki/1596 жыл,https://en.wikipedia.org/wiki/1596,,
Q6786,item,底夸克,,,,底夸克,,bottom quark,,,,,,bottom type of quark,,"b quark, beauty quark",https://zh.wikipedia.org/wiki/底夸克,https://zh-yue.wikipedia.org/wiki/底夸克,,https://en.wikipedia.org/wiki/Bottom quark,,
Q6799,item,诺因基县,诺因基县,诺因基县,,,Нойнкирхен,Neunkirchen,,,,,,German district,,Neunkirchen District,https://zh.wikipedia.org/wiki/诺因基兴县 (德国),,https://kk.wikipedia.org/wiki/Нойнкирхен (аудан),https://en.wikipedia.org/wiki/Neunkirchen (German district),,
Q6802,item,梅尔齐希-瓦登县,梅尔齐希-瓦登县,梅尔齐希-瓦登县,,,Мерциг-Вадерн,Merzig-Wadern,,,,,,"district in Saarland, Germany",,,https://zh.wikipedia.org/wiki/梅尔齐希-瓦登县,,https://kk.wikipedia.org/wiki/Мерциг-Вадерн (аудан),https://en.wikipedia.org/wiki/Merzig-Wadern,,
Q6816,item,烏蘭烏德,乌兰乌德,,,烏蘭烏德,,Ulan-Ude,俄联邦布里亚特共和国的首都,俄罗斯城市,,,,city in eastern Russia,"乌兰-乌德, 烏蘭烏迪, 上乌丁斯克, 上乌金斯克",Verkhneudinsk,https://zh.wikipedia.org/wiki/烏蘭烏德,https://zh-yue.wikipedia.org/wiki/烏蘭烏德,,https://en.wikipedia.org/wiki/Ulan-Ude,,
Q6820,item,,,,,,,Zauckerode,,,,,,"district in Freital, Germany",,,,,,,,
Q6834,item,歐洲男子排球錦標賽,欧洲排球锦标赛,欧洲排球锦标赛,,,Волейболдан ерлер арасынан Еуропа чемпионаты,Men's European Volleyball Championship,每兩年一次的歐洲最高水準的排球比賽,,,,,European volleyball tournament for national teams,,European Volleyball Championship,https://zh.wikipedia.org/wiki/歐洲男子排球錦標賽,,https://kk.wikipedia.org/wiki/Волейболдан Еуропа чемпионаты,https://en.wikipedia.org/wiki/Men's European Volleyball Championship,,
Q6840,item,1628年,,,1628年,1628年,1628 жыл,1628,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1628年,https://zh-yue.wikipedia.org/wiki/1628年,https://kk.wikipedia.org/wiki/1628 жыл,https://en.wikipedia.org/wiki/1628,,
Q6844,item,乙型肝炎病毒,,,,,,Hepatitis B virus,,,,,,species of the genus Orthohepadnavirus,,HBV,https://zh.wikipedia.org/wiki/乙型肝炎病毒,,,https://en.wikipedia.org/wiki/Hepatitis B virus,,
Q6848,item,,,,,,Жағажай волейболдан Еуропа чемпионаты,European Beach Volleyball Championships,,,,,,sport competition for national teams,,Nestea European Championship Final,,,https://kk.wikipedia.org/wiki/Жағажай волейболдан Еуропа чемпионаты,https://en.wikipedia.org/wiki/European Beach Volleyball Championship,,
Q6857,item,1709年,,,1709年,1709年,1709 жыл,1709,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1709年,https://zh-yue.wikipedia.org/wiki/1709年,https://kk.wikipedia.org/wiki/1709 жыл,https://en.wikipedia.org/wiki/1709,,
Q6865,item,1632年,,,1632年,1632年,1632 жыл,1632,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1632年,https://zh-yue.wikipedia.org/wiki/1632年,https://kk.wikipedia.org/wiki/1632 жыл,https://en.wikipedia.org/wiki/1632,,
Q6867,item,國際天文聯會,国际天文学联合会,国际天文学联合会,國際天文學聯合會,國際天文聯會,Халықаралық астрономиялық одақ,International Astronomical Union,1919年成立的國際學術組織,,,,,association of professional astronomers,国际天文学联合会,"IAU, Working Group on Star Names",https://zh.wikipedia.org/wiki/國際天文聯會,https://zh-yue.wikipedia.org/wiki/國際天文學聯會,https://kk.wikipedia.org/wiki/Халықаралық астрономиялық одақ,https://en.wikipedia.org/wiki/International Astronomical Union,,
Q6871,item,1712年,,,1712年,1712年,1712 жыл,1712,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1712年,https://zh-yue.wikipedia.org/wiki/1712年,https://kk.wikipedia.org/wiki/1712 жыл,https://en.wikipedia.org/wiki/1712,,
Q6880,item,诺因基兴,诺因基兴,,,,,Neunkirchen,,位于德国萨尔州的城镇,,,,"town and a municipality in Saarland, Germany",,"Neunkirchen (Saar), Neunkirchen/Saar, Neunkirchen, Saarland",https://zh.wikipedia.org/wiki/诺因基兴 (萨尔兰州),,,"https://en.wikipedia.org/wiki/Neunkirchen, Saarland",,
Q6891,item,,,巴格布拉德斯战役,,,,Battle of Bagradas,,,,,,battle of the First Punic War with a Carthaginian victory,,"Battle of Tunis, Battle of Bagradas Plains",,,,https://en.wikipedia.org/wiki/Battle of the Bagradas River (255 BC),,
Q6898,item,1805年,1805年,1805年,1805年,1805年,1805 жыл,1805,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1805年,https://zh-yue.wikipedia.org/wiki/1805年,https://kk.wikipedia.org/wiki/1805 жыл,https://en.wikipedia.org/wiki/1805,,
Q6901,item,1640年,,,1640年,1640年,1640 жыл,1640,年,年份,年份,儒略曆或格里曆之年份,年,year,,,https://zh.wikipedia.org/wiki/1640年,https://zh-yue.wikipedia.org/wiki/1640年,https://kk.wikipedia.org/wiki/1640 жыл,https://en.wikipedia.org/wiki/1640,,
Q6906,item,UTC+06:00,,,,UTC+6,UTC+6,UTC+06:00,时区,,,,,identifier for a time offset from UTC of +6,"東六區, 東6區, UTC+6","Sinkiang-Tibet Time, Yekaterinburg Time, Bangladesh Standard Time, UTC+6, GMT+6, GMT+6:00, BST, utc+6",https://zh.wikipedia.org/wiki/UTC+06:00,https://zh-yue.wikipedia.org/wiki/UTC+6,https://kk.wikipedia.org/wiki/UTC+6:00,https://en.wikipedia.org/wiki/UTC+06:00,,
